Account Number,Date,Revenue Amount,Type,Fund,Campaign,Appeal,Primary City,Primary State,Primary ZIP Code
2264,10/1/22,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,10/1/22,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
10443,9/30/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,DUBLIN,OH,43016
9735,9/30/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43235
9969,9/29/22,$500.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Dublin,OH,43016
79,9/28/22,$500.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43212
8828,9/28/22,$310.35 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Columbus,OH,43235
9237,9/28/22,$100.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Columbus,OH,43235-4234
615,9/28/22,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Columbus,OH,43220
1366,9/28/22,$50.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Canton,OH,44721-3911
250,9/28/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
8903,9/27/22,$500.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43235
9353,9/27/22,$500.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43219
8262,9/27/22,,Soft Credit,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43085
47,9/27/22,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Worthington,OH,43085
9755,9/27/22,"$7,500.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43215
1533,9/27/22,$207.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,,,,
2270,9/27/22,$500.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Akron,OH,44319
866,9/27/22,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Uniontown,OH,44685
8593,9/27/22,$200.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Powell,OH,43065
186,9/27/22,$100.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Columbus,OH,43231
9754,9/27/22,$50.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Westerville,OH,43081
1294,9/27/22,$50.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Westerville,OH,43081-5539
9918,9/26/22,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43206
866,9/26/22,$51.43 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
1334,9/26/22,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
726,9/25/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43220
2253,9/25/22,$50.00 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
8052,9/24/22,$500.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43235
2041,9/24/22,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
268,9/24/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Tavares,FL,32778
9677,9/23/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Sewickley,PA,15143
8225,9/22/22,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Dublin,OH,43016
9753,9/21/22,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43215
9752,9/21/22,$26.31 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Dublin,OH,43017
9751,9/21/22,$73.10 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Columbus,OH,43235
9750,9/21/22,$26.31 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Columbus,OH,43235
1285,9/21/22,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43215
9976,9/20/22,$500.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Gahanna,OH,43230
9600,9/20/22,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Dublin,OH,43017
163,9/20/22,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,9/18/22,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Beavercreek,OH,45434
535,9/18/22,$10.71 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43214
552,9/16/22,"$2,599.97 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Upper Arlington,OH,43220
8575,9/15/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Sammamish,WA,98074
9739,9/15/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Dublin,OH,43017
9068,9/15/22,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,columbus,OH,43235
2139,9/15/22,$22.80 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,9/15/22,$50.00 ,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,9/15/22,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
8831,9/14/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
844,9/12/22,$500.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Worthington,OH,43085
1231,9/12/22,$20.00 ,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
752,9/12/22,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
1351,9/11/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
323,9/11/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Powell,OH,43065
32,9/11/22,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,9/11/22,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,9/10/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43214
1117,9/10/22,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
9146,9/9/22,$45.28 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Cincinnati,OH,45202
9293,9/6/22,$500.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43221
536,9/6/22,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43212
1578,9/6/22,$10.71 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Fairmont,WV,26554
61,9/5/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
2543,9/3/22,$10.53 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
9749,9/2/22,$800.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Columbus,OH,43215
1545,9/1/22,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43221
9736,9/1/22,$73.10 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Columbus,OH,43220
8677,9/1/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,Mount Vernon,OH,43050
2544,9/1/22,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,9/1/22,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,9/1/22,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,9/1/22,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,9/1/22,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
10443,8/30/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,DUBLIN,OH,43016
9735,8/30/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43235
9765,8/30/22,$20.76 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
1785,8/28/22,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43220
250,8/28/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
10128,8/26/22,$500.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Hilliard,OH,43026
866,8/26/22,$51.43 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
1334,8/26/22,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
726,8/25/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43220
2253,8/25/22,$50.00 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
2041,8/24/22,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
268,8/24/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Tavares,FL,32778
9747,8/24/22,$52.30 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Columbus,OH,43215
9603,8/23/22,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43220
9677,8/23/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Sewickley,PA,15143
10039,8/22/22,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Chagrin Falls,OH,44022
8225,8/22/22,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Dublin,OH,43016
163,8/20/22,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,8/18/22,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Beavercreek,OH,45434
535,8/18/22,$10.71 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43214
8231,8/18/22,$20.76 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
9739,8/15/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Dublin,OH,43017
8575,8/15/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Sammamish,WA,98074
9068,8/15/22,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,columbus,OH,43235
2139,8/15/22,$22.80 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,8/15/22,$50.00 ,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,8/15/22,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
8831,8/14/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
9746,8/12/22,$10.71 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Swarthmore,PA,19081
9745,8/12/22,$21.11 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Columbus,OH,43212
1231,8/12/22,$20.00 ,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
752,8/12/22,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
1351,8/11/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
323,8/11/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Powell,OH,43065
32,8/11/22,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,8/11/22,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,8/10/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43214
1533,8/10/22,$500.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,,,
9215,8/10/22,"$5,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Columbus,OH,43215
9185,8/10/22,$289.43 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Columbus,OH,43215
1117,8/10/22,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
1578,8/6/22,$10.71 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Fairmont,WV,26554
61,8/5/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
9188,8/4/22,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Stoutsville,OH,43154
1707,8/4/22,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,NEW ALBANY,OH,43054
552,8/4/22,"$5,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 A THREAD of Hope,Upper Arlington,OH,43220
2543,8/3/22,$10.53 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
9736,8/1/22,$73.10 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Columbus,OH,43220
2117,8/1/22,"$3,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Columbus,OH,43215
8677,8/1/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,Mount Vernon,OH,43050
2544,8/1/22,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,8/1/22,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,8/1/22,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,8/1/22,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,8/1/22,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
10443,7/30/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,DUBLIN,OH,43016
9735,7/30/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43235
9765,7/30/22,$20.76 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
9740,7/29/22,$104.30 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Columbus,OH,43201
250,7/28/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
61,7/26/22,$26.31 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,West Jefferson,OH,43162-9658
866,7/26/22,$51.43 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
1334,7/26/22,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
726,7/25/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43220
2253,7/25/22,$50.00 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
2041,7/24/22,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
268,7/24/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Tavares,FL,32778
9677,7/23/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Sewickley,PA,15143
8225,7/22/22,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Dublin,OH,43016
163,7/20/22,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,7/18/22,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Beavercreek,OH,45434
535,7/18/22,$10.71 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43214
8231,7/18/22,$20.76 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
8092,7/17/22,$26.31 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Columbus,OH,43220
8575,7/15/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Sammamish,WA,98074
9739,7/15/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Dublin,OH,43017
9068,7/15/22,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,columbus,OH,43235
2139,7/15/22,$22.80 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,7/15/22,$50.00 ,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,7/15/22,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
8831,7/14/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
1231,7/12/22,$20.00 ,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
752,7/12/22,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
1351,7/11/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
323,7/11/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Powell,OH,43065
32,7/11/22,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,7/11/22,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,7/10/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43214
1117,7/10/22,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
1578,7/6/22,$10.71 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Fairmont,WV,26554
2366,7/5/22,$300.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Millersport,OH,43046
9737,7/5/22,"$5,576.62 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Marysville,TN,37801
61,7/5/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
8429,7/4/22,$520.24 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Cape coral,FL,33991
2543,7/3/22,$10.53 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
9736,7/1/22,$73.10 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Columbus,OH,43220
61,7/1/22,$26.31 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,West Jefferson,OH,43162-9658
8677,7/1/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,Mount Vernon,OH,43050
2544,7/1/22,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,7/1/22,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,7/1/22,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,7/1/22,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,7/1/22,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
10443,6/30/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,DUBLIN,OH,43016
9735,6/30/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43235
9765,6/30/22,$20.76 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
1533,6/28/22,"$5,346.50 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,,,
1489,6/28/22,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,Cincinnati,OH,45208
250,6/28/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
866,6/26/22,$51.43 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
1334,6/26/22,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
726,6/25/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43220
2253,6/25/22,$50.00 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
2041,6/24/22,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
268,6/24/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Tavares,FL,32778
9677,6/23/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Sewickley,PA,15143
8225,6/22/22,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Dublin,OH,43016
9732,6/21/22,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,,Dublin,OH,43016
9722,6/21/22,,Soft Credit,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,Saint James City,FL,33956
9730,6/21/22,$250.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,Matlacha,FL,33993
9729,6/21/22,$50.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,Venice,FL,34285
9728,6/21/22,$250.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,Columbus,OH,43209
181,6/21/22,$250.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,DUBLIN,OH,43017
163,6/21/22,$100.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,Powell,OH,43065
163,6/20/22,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,6/18/22,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Beavercreek,OH,45434
535,6/18/22,$10.71 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43214
8231,6/18/22,$20.76 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
8575,6/15/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Sammamish,WA,98074
9739,6/15/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Dublin,OH,43017
9068,6/15/22,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,columbus,OH,43235
852,6/15/22,$52.30 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Donation Form Ask,Hilliard,OH,43026
2139,6/15/22,$22.80 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,6/15/22,$50.00 ,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,6/15/22,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
8831,6/14/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
1231,6/12/22,$20.00 ,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
752,6/12/22,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
1351,6/11/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43221
323,6/11/22,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Powell,OH,43065
32,6/11/22,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,6/11/22,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,6/10/22,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2021 The Rainbow After the Storm,BTJ Website,Columbus,OH,43214
1765,6/10/22,$52.30 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,Columbus,OH,43221
1117,6/10/22,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
421,6/9/22,$104.30 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,Dublin,OH,43017
10610,6/8/22,$250.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Golisano Children's Specific Ask,St. James City,,33956
1533,6/8/22,$603.00 ,Donation,Unrestricted,Sam's Fans 2022 Be Bold,Golisano Children's Specific Ask,,,
1284,6/8/22,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Amazing Birthday Adventure,Slippery Rock,PA,16057
8514,6/8/22,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2022 Be Bold,2022 Sam's Fans 5k,Grove City,OH,43123
61,6/8/22,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
